번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
381,45135,31641,미래의 에너지절약 교통시스템 시험제작,오사카시,代表取締役會長
382,45136,31640,NC 시리즈 수치제어 시스템 R&D 및 산업화,심양, 
383,45137,31506,裸眼으로 리얼한 깊이감을 얻을 수 있는 3차원 인쇄 기술,도쿄도,社長
384,45139,31470,차량 전 주변의 보고 싶은 곳을 리얼타임으로 표시하는 영상처리 기술 개발,가와사키시,代表取締役社長
385,45140,31619,프로그램 가능 펄스 레이저기,상해, 
386,45141,31653,항균 소재 (NBonline),오사카시,사장
387,45144,31531,고에너지 自熱재료,길림/장춘, 
388,45147,31657,VOC 배출량 제로인 300밀리 반도체 웨퍼 세정장치 개발,교토시,회장
389,45149,31658,모바일용에 최적인 초소형 「자기 스위치 AMR 센서」,교토부,代表取締役社長
390,45150,31659,포플러의 질소소비에 대한 CO2-증가의 영향,Viterbo/이탈리아, 
391,45151,31660,탄소분할에 미치는 기후변화의 영향,GOETTINGEN/독일, 
392,45152,31661,지속 가능한 배수 관리,LONDON/UK, 
393,45153,31662,라틴아메리카에서의 수자원관리와 토지관리의 균형,SAO PAULO/브라질, 
394,45154,31570,GIS가 부지측정에 활용되었다,Goeteborg/스웨덴, 
395,45155,31663,라틴아메리카 수자원관리체계의 완성,SAO PAULO/브라질, 
396,45156,31416,RI빔을 감속·냉각하는 「초저속 RI빔 생성장치」,사이다마현,이사장
397,45157,31664,불필요 전자방사를 억제하는 설계지원 툴,도쿄도,代表取締役　執行役員社長
398,45158,31239,높은 압전성을 나타내는 복합 질화물 압전체 박막,도쿄도,이사장
399,45159,31280,SF-90 할로겐 프리(Halogen Free) 난연제,안휘 합비, 
400,45163,31329,유해 가스 정화기 및 촉매제,안휘성 합비, 
401,45164,31281,지열 종합 이용,광주, 
402,45165,31682,국산 가솔린 기관 electromagnetic valve injector,천진, 
403,45166,31683,폭우의 범람위험 관리,Paris/프랑스, 
404,45167,31684,피롤리제 오일의 경제성 평가,Espoo/핀란드, 
405,45168,31685,해수 정화를 위한 경제적인 방법,CUEVAS DEL ALMANZORA, 
406,45169,31686,바이오테스트가 우수에 함유된 생체독성을 측정한다,Paris/프랑스, 
407,45170,31687,멸종위기의 유라시아 수달 보호,WIEN/오스트리아, 
408,45171,31688,우수에 함유된 유해성 오염물의 확인 을 위한 새로운 테스트,Lyngby/데마크, 
409,45173,31690,TiO2와 photo-Fenton을 이용한 하수 처리,ALMERIA/스페인, 
410,45174,31691,바렌츠 해에서의 열유동 측정,BERGEN/노르웨이, 
411,45175,31688,도시 배수에 대한 종합적인 지원,Lyngby/덴마크, 
412,45187,31239,나노 갭 불휘발성 메모리의 집적화,도쿄도,이사장
413,45191,31332,샤프 라이트 콘트롤러에 대응한 LED 조명용 전원 모듈을 개발,오사카시,CEO
414,45195,31726,AC써보 모터 내장형의 파동 톱니바퀴 감속기,치바현,代表取締役社長
415,45197,31728,軟 X선을 照射할 수 있는 구동전원,도쿄도,대표이사 사장
416,45198,31729,대두(大豆)로부터 전자파를 차단하는 재료 개발,도쿄도,대표이사 사장
417,45202,31732,환경친화적이고 효과적인 상수 소독,STUTTGART, 
418,45203,31733,상수 관리를 위한 소프트웨어 툴 세트,Bergisch-Gladbach/독일, 
419,45204,31734,"적설지역과 표면온도, 적설량을 결정하는 새로운 알고리즘",OSLO/노르웨이, 
420,45205,31735,하천퇴적지역관리에서 공공참여의 확대방안,DELFT/네덜란드, 
421,45206,31736,부영양화 모니터링을 위한 원격 감지,Oslo/노르웨이, 
422,45207,31737,도시 지역에서 물 수지 모니터링,Karlsruhe/독일, 
423,45208,31738,도시 지역에서 물과 오염물의 상호작용 모니터링,"HIGHETT, VICTORIA/호주",
424,45209,31739,FIRE® - 엔진 시뮬레이션 소프트웨어,Graz/오스트리아, 
425,45210,31740,환경친화적이고 저비용의 건물 시공,THIVA/그리스, 
426,45211,31741,새로운 슬러지 처리방법,BERLIN/독일, 
427,45212,31751,박막 리튬 2차 전지의 일관 양산기술,가나가와현,代表取締役社長
428,45216,31752,차세대 반도체 프로세스로 CVD를 실온에서 실현할 수 있는 신기술 개발,도쿄도,대표취체역 사장
429,45217,31248,휴대용 백 라이트용  LED 드라이버 IC,교토시,代表取締役社長
430,45218,31756,토르크 모터 유닛 TM 시리즈,도쿄도,대표이사 사장
431,45222,31760,대서양 대구에 미치는 산소 스트레스의 영향,Helsingoer/덴마크, 
432,45223,31761,내연엔진에서의 와류 모델링,Zaragoza/스페인, 
433,45224,31762,해초로 이루어진 생물학적으로 분해 가능한 혼합물,Javene/프랑스, 
434,45225,31763,뢰스에 대한 지질학적 연구,SOPRON/헝가리, 
435,45226,31764,그리드 (Grid)를 이용한 대기오염물질 모델링,SANTIAGO DE COMPOSTELA/스페인, 
436,45227,31765,최신 습도 추출법,Sevilla/스페인, 
437,45228,31766,유틸리티 시장에 대한 최신 ICT-모델,Ronneby/스웨덴, 
438,45229,31767,"청정, 무연 태양 전지 기술",Noisy-le-Sec/프랑스, 
439,45230,31543,내부연소엔진에서 열 유량 측정,STUTTGART/독일, 
440,45231,31768,미래형 양극성 납 축전지의 현황,Eindhoven/네덜란드, 
441,45232,31771,전력 변환효율 18·5%이상의 박막 태양전지 개발,스웨덴, 
442,45233,31775,非프탈酸 에스테르 대응의 帶電 방지용 칼라 매트,도쿄도,執行役社長
443,45234,31781,산사태 모니터링을 위한 지형정보처리,THESSALONIKI, 
444,45235,31267,최대 효과의 도시외곽 주차,Cork, 
445,45236,31782,교통 수단의 변화를 통한 지속성 향상,The Hague, 
446,45237,31659,거목이 탄소저장을 촉진할 수 있다,Viterbo, 
447,45238,31783,증가하는 CO2에 따른 나무의 기능,WILRIJK, 
448,45239,31784,보다 정확한 기후 예측을 찾아,READING, 
449,45240,31785,에탄올생산량을 증가시키는 개량 효모,Bergen op Zoom, 
450,45241,31267,휴대폰을 이용한 주차요금 지불,Cork, 
451,45242,31788,폭우로 인한 오염의 확산을 추정하는 시뮬레이션모델,Hoppegarten, 
452,45243,31356,상수공급을 위한 분석자료기반의 프레임워크 개발,Madrid, 
453,45244,31789,MEDCORE-프로젝트의 성과에 대한 국제 컨퍼런스,Firenze, 
454,45245,31790,폐수의 퇴비화,Marrakech, 
455,45246,31789,해안 손상에 대한 조기 경고 시스템,Firenze, 
456,45247,31791,지중해 연안의 침엽수림보호,Firenze, 
457,45248,31609,수자원관리를 위한 최신 툴,DEVENTER, 
458,45249,31792,주행 중인 자동차의 오염물질 모니터링,Manchester, 
459,45250,31793,아프리카에서 해초에 대한 정보의 간단한 접근,GALWAY, 
460,45251,31738,안전한 식수를 위한 오염허용기준,"HIGHETT, VICTORIA", 
461,45252,31794,인프라 계획: 마지막 한 방울까지 청정하게,Newcastle, 
462,45253,31572,새로운 타입의 코팅을 위한 나노기술,Grenchen, 
463,45254,31573,친환경 인젝션 노즐,Gillingham, 
464,45255,31732,크롬과 카본을 이용한 나노코팅,Dresden, 
465,45256,31574,항공기 엔진의 수명 연장,CORK, 
466,45257,31576,방음장치를 장착한 청정 도시 운송수단,Rotterdam, 
467,45258,31795,미래 교통 시스템,Munchen, 
468,45259,31378,새로운 코팅 기술,DRESDEN, 
469,45260,31796,New concepts in layered oxide sensor structures,Warsaw, 
470,45261,31797,마이크로 세계에서의 기계적 해법,Woippy, 
471,45262,31799,나노재료의 치과재료로써의 활용,Kazarma-Thiva, 
472,45263,31800,부식파이프의 비파괴 분석,Bologna., 
473,45264,31801,광부의 안전성 향상,Tallinn., 
474,45267,31245,차세대 원자력 시스템용 「초고순도 스테인레스 합금」 개발,이바라키현,이사장
475,45272,31913,보고 있는 영상을 뇌활동으로부터 재구성하는 기술,교토후,代表取締役社長
476,45275,31914,지중해 해안: 연안국들의 보배 보호,Firenze/이탈리아, 
477,45276,31915,지진 위험의 실시간 평가,WUHAN/중국, 
478,45277,31917,선박 표면에서의 조류 피해,Belfast/UK, 
479,45278,31918,도시 상수 시스템에 대한 의사 결정,London/UK, 
480,45279,31919,피혁업체들이 폐기물 관리에 대한 가이던스를 발간했다,ROSKILDE/덴마크, 
481,45280,31920,유해한 해초에 대한 번식 관리,Faro/포르투갈, 
482,45281,31609,도시 내 폭우로 인한 오염의 확산모델,Deventer/네덜란드, 
483,45282,31921,기후변화의 지표인 testate amoebae,Plymouth/UK, 
484,45283,31922,temporary waters에 대한 수질 모델의 개선,BARI/이태리, 
485,45284,31609,도시 내 폭우로 인한 오염의 확산모델,Deventer/네덜란드, 
486,45287,31927,Compugen 사 신약발견의 플랫폼을 개발하다,텔아비브, 
487,45288,31928,EarlySense사 환자 모니터링 시스템 내놓다,텔아비브, 
488,45291,31946,다공질 Low-k막을 이용한 저소비 전력 배선기술,가나가와현,대표이사 사장
489,45294,31470,32nm 세대 이후의 저소비 전력화 CMOS 기술,가와사키시,代表取締役社長
490,45301,31470,CMOS 로직 프로세스를 이용한 파워업을 위한 고내압 트랜지스터,가와사키시,代表取締役社長
491,45302,31284,업계 최대급의 512기가바이트 SSD의 제품화,도쿄도,取締役 代表執行役 社長
492,45308,31962,32 나노 세대 이후의 차세대 반도체를 위한 신기술,츠쿠바시,代表取締役社長
493,45310,31990,제 3.9세대 이동통신 시스템 3GPP LTE의 기지국 동작을 실현,가나가와현,대표이사 사장
494,45316,31996,ECR 플라스마 성막장치 개발,도쿄도,대표이사 사장
495,45317,31997,레이저 거리 센서 : 고정밀도 타입 LDS-6A,오사카후,대표취체역사장
496,45318,31998,G250 유압 로터리 액츄에이터,요코하마시,대표취체역사장
497,45319,31416,세포의 안을 3차원 관찰할 수 있는 신타입의 X선 현미경,사이다마현,이사장
498,45339,32079,풀 HD 대응의 23.6형 액정 디스플레이,도쿄도,대표이사 사장
499,45345,31249,대기전력 제로의 시스템 LSI를 실현하는 불휘발성 자기 플립 플랍 개발,도쿄도,회장
500,45392,32092,보잉과 宇部興産 재료의 공동 연구개발에 합의,도쿄도,取締役社長
501,45432,32032,Dynamic Multiple Wavelength Filter Using Holography in a Stratified Volume Holographic Optical Element of Photorefractive Gratings,Licensing Associate, 
502,45478,31238,에코 자동차  연료전지,도쿄도,取締役社長
503,45480,31239,고온에서 작동하는 파워 디바이스용의 새로운 소자 개발,츠쿠바시,이사장
504,45492,32155,시동기 내장형 세라믹 메탈 하라이드 램프,도쿄도,대표이사 사장
505,45497,32163,초경량 박형의 감속기구 부착 스테핑 모터,치바현,代表取締役社長
506,45498,31076,KDDI 연구소 등 세큐리티 프로토콜을 동적으로 생성·커스터마이즈하는 세큐리티 기술 개발,도쿄도,대표이사 소장
507,45524,32168,"기계 부품의 무접촉 제어를 위한 하드웨어-소프트웨어 측정 복합기, “마이크로콘”",톰스크, 
508,45525,32168,유전 및 가스전 3D 디지털 시뮬레이션 기술,Tomsk, 
509,45526,32168,석유 및 석유제품의 빙점 하락을 위한 합성물,Tomsk, 
510,45529,32168,"물때, 녹, 미네랄 롯징 제거 약품 “AN-K”",Tomsk, 
511,45531,32168,농축 강독성 폐기물 산화 파괴 기술,Tomsk, 
512,45535,32168,신 친환경적 소재 생산을 위한 첨단 부산물 목재 가공 기술,Tomsk, 
513,45537,32171,고속응답 성능과 소사이즈를 실현한 프리 스페이스형 가변광 어테뉴에이터를 개발,도쿄도,代表取締役社長
514,45540,32168,전기 견인기의 자원 평가,Tomsk, 
515,45542,32168,열에너지 측정기의 설치 및 칼리브레이션용 자동화 워킹 플레이스,Tomsk, 
516,45546,32168,티타늄 임플란트용 생체 친화적 코팅,Tomsk, 
517,45547,32168,축산업 고영양 제품과 사료 첨가물 생산을 위한 곡물의 생명공학적 가공,Tomsk, 
518,45548,32168,싱글-유저(single-user) 공학 시스템용 무퇴적(non-Deposit) 열교환 보일러,Tomsk, 
519,45549,32168,전기 공급 계량기 테스트용 가상 용량 칼리브레이터,Tomsk, 
520,45556,32168,장기간의 합성 질소 비료 작용,Tomsk, 
521,45560,32168,동력 반도체 전환기의 컨트롤 모듈 - MUP,Tomsk, 
522,45573,32168,보링용 방전 기술,Tomsk, 
523,45576,32168,ECG 기록용 전극,Tomsk, 
524,45577,32168,전자기 디펙토스코프 ED-208,Tomsk, 
525,45578,32168,≪School Chemistry≫ 교육 복합 장비 제작,Tomsk, 
526,45588,32168,지구 물리학과 방사 지구 화학 방식 기반 유전 및 가스전 탐지 기술,Tomsk, 
527,45591,32168,회전 및 방출 분리기의 매개 솔리드 기어박스,Tomsk, 
528,45594,32168,석유-가스 산업 생산관리 지구정보 시스템,Tomsk, 
529,45595,32168,"에너지 시스템 도시, 산업 기업, 유전용  일렉트릭 네트워크 지구 정보 시스템(GIS)",Tomsk, 
530,45600,31921,기후변화의 생물지표인 유각아메바,Plymouth, 
531,45601,31920,침해 해초의 이주 조정 연구,Faro, 
532,45602,32279,아프리카의 습지대 연구,CAIRO, 
533,45603,32280,올리브폐액이 토양의 특성에 미치는 영향,Portici, 
534,45604,32281,안전한 식수 공급을 위한 새로운 연구,COCHABAMBA, 
535,45605,32282,지중해 수질 관리 향상에 대한 소책자,Hannover, 
536,45606,32283,유럽의 문화를 담은 건축물들의 부식 과정 환원,Portsmouth, 
537,45607,31688,폭풍에 대한 대비 연구,Lyngby, 
538,45608,32284,CO2 증가가 포플러 기공에 미치는 영향 연구,SOUTHAMPTON, 
539,45609,32285,과거 기후 변동으로 나타난 수심의 연구,Besancon, 
